player_id,player_name,birth_date,nationality,primary_broad_position,primary_general_position,secondary_broad_position,secondary_general_position,season_name,height_ft,height_in,weight_lb,competition
0Oq6006M6D,Ugo Ihemelu,1983-04-03,USA,,,,,{},6.0,0.0,179.0,mls
0Oq60APM6D,Jason Hernandez,1983-08-26,USA,DF,CB,,,"['2013', '2014', '2015', '2016', '2017', '2018']",5.0,11.0,172.0,mls
0Oq60VgM6D,Jeff Larentowicz,1983-08-05,USA,MF,DM,,CM,"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020']",6.0,1.0,176.0,mls
0Oq624oPq6,Kalani Kossa-Rienzi,2002-06-27,USA,DF,FB,MF,W,2024,5.0,8.0,150.0,mls
0Oq62GYAq6,Oscar Herrera,2002-03-28,USA,,,,,{},,,,mls
0Oq62Y3zq6,Isaac Walker,2000-07-03,USA,,,,,{},,,,mls
0Oq630dXQ6,Kévin Cabral,1999-07-10,France,MF,W,,,"['2021', '2022', '2023', '2024']",,,,mls
0Oq632k7Q6,Danny Leyva,2003-05-05,USA,MF,CM,,DM,"['2019', '2020', '2021', '2022', '2023', '2024']",5.0,10.0,139.0,mls
0Oq633dAQ6,Griffin Yow,2002-09-25,USA,MF,W,,,"['2019', '2020', '2021', '2022']",5.0,8.0,141.0,mls
0Oq633E7Q6,Abdi Salim,2001-04-01,USA,DF,CB,,,2023,,,,mls
0Oq638a6Q6,Dominick Hernandez,1998-09-21,USA,,,,,{},,,,mls
0Oq638wrQ6,Edward Berumen,2001-05-19,USA,,,,,{},5.0,8.0,146.0,mls
0Oq639wzQ6,Nicholas Holliday,2006-01-17,USA,,,,,{},5.0,11.0,170.0,mls
0Oq63DL6Q6,Cody Baker,2004-01-07,USA,DF,FB,,,"['2023', '2024']",5.0,10.0,154.0,mls
0Oq63JA7Q6,Wyatt Omsberg,1995-09-21,USA,DF,CB,,,"['2018', '2020', '2021', '2022', '2023', '2024']",6.0,4.0,181.0,mls
0Oq63lbzQ6,Themi Antonoglou,2001-06-02,Canada,DF,FB,,,"['2022', '2023']",5.0,6.0,126.0,mls
0Oq63n7Q6D,Eric Hassli,1981-05-03,France,FW,ST,,,2013,6.0,4.0,201.0,mls
0Oq63oxzQ6,Aiden McFadden,1998-09-28,USA,DF,FB,,,2022,5.0,9.0,165.0,mls
0Oq63P32Q6,Nkosi Tafari,1997-03-23,USA,DF,CB,,,"['2021', '2022', '2023', '2024']",6.0,4.0,185.0,mls
0Oq63pJdQ6,Steeven Saba,1993-02-24,Haiti,,,,,{},5.0,7.0,,mls
0Oq63v4rQ6,Casey Walls,2003-01-10,USA,,,,,{},6.0,2.0,172.0,mls
0Oq63Ym2Q6,Ryan Spaulding,1998-09-10,USA,DF,FB,,,"['2022', '2023', '2024']",5.0,8.0,165.0,mls
0Oq6712Q6D,Ashley Westwood,1990-04-01,England,MF,DM,,,"['2023', '2024']",5.0,9.0,176.0,mls
0Oq67EgQ6D,Matt Besler,1987-02-11,USA,DF,CB,,,"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021']",6.0,0.0,172.0,mls
0Oq67k7Q6D,Tristan Bowen,1991-01-31,USA,FW,ST,MF,W,"['2013', '2014']",5.0,11.0,172.0,mls
0Oq67xxQ6D,Brandon Barklage,1986-11-02,USA,DF,FB,,,"['2013', '2014']",5.0,11.0,165.0,mls
0Oq6aoX56D,Cedrick,1992-03-08,DR Congo,MF,W,,,"['2015', '2016']",5.0,6.0,137.0,mls
0Oq6bAPq6D,Douglas Costa,1990-09-14,Brazil,MF,W,,,"['2022', '2023']",5.0,8.0,154.0,mls
0Oq6BKAq6D,Caleb Patterson-Sewell,1987-05-20,USA,,,,,{},6.0,3.0,183.0,mls
0Oq6ebd56D,Marco Pappa,1987-11-15,Guatemala,MF,W,,,"['2014', '2015', '2016']",5.0,10.0,157.0,mls
0Oq6ENn256,Danny Musovski,1995-11-30,USA,FW,ST,,,"['2020', '2021', '2022', '2023', '2024']",6.0,0.0,161.0,mls
0Oq6ERe256,Patrick Metcalfe,1998-11-11,Canada,MF,CM,,,"['2020', '2021']",5.0,8.0,165.0,mls
0Oq6Ervr56,Shaft Brewer,1999-10-28,USA,DF,FB,,,"['2018', '2019']",5.0,9.0,154.0,mls
0Oq6l2JzM6,Armando Cooper,1987-11-26,Panama,MF,CM,,,"['2016', '2017']",5.0,9.0,150.0,mls
0Oq6l8YgM6,Romain Métanire,1990-03-28,Madagascar,DF,FB,,,"['2019', '2020', '2021', '2022']",5.0,10.0,159.0,mls
0Oq6la47M6,Pecka,1989-05-02,Brazil,MF,DM,,CM,2015,5.0,8.0,152.0,mls
0Oq6lagAM6,Mark Pais,1991-06-03,USA,,,,,{},6.0,4.0,201.0,mls
0Oq6lakAM6,Ben Newnam,1991-04-18,USA,DF,FB,,,2015,5.0,10.0,165.0,mls
0Oq6lB9PM6,Christiano François,1993-07-17,USA,,,,,{},5.0,7.0,141.0,mls
0Oq6lBP2M6,Schillo Tshuma,1992-09-21,Zimbabwe,,,,,{},5.0,10.0,161.0,mls
0Oq6lDAgM6,Deian Boldor,1995-02-03,Romania,DF,CB,,,2017,6.0,2.0,174.0,mls
0Oq6lE7xM6,Bernardo Añor,1988-05-24,Venezuela,MF,W,,,"['2013', '2014', '2015']",6.0,1.0,179.0,mls
0Oq6LeJ7M6,Philip Quinton,1999-11-16,USA,DF,CB,,,"['2023', '2024']",,,,mls
0Oq6lgl6M6,Nicolai Næss,1993-01-18,Norway,DF,CB,,,"['2016', '2017']",6.0,0.0,181.0,mls
0Oq6lj26M6,Samuel,1991-02-25,Brazil,FW,ST,,,2014,6.0,1.0,192.0,mls
0Oq6lJPzM6,Joe Corona,1990-07-09,USA,MF,CM,,DM,"['2019', '2020', '2021']",5.0,8.0,161.0,mls
0Oq6lLZgM6,Maximiliano Urruti,1991-02-22,Argentina,FW,ST,,,"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",6.0,0.0,165.0,mls
0Oq6lm4zM6,Rodolfo Pizarro,1994-02-15,Mexico,MF,AM,,,"['2020', '2021', '2023']",5.0,10.0,143.0,mls
0Oq6ln0zM6,Emery Welshman,1991-11-09,USA,FW,ST,,,2013,5.0,11.0,181.0,mls
0Oq6lnBrM6,Luis Solignac,1991-02-16,Argentina,MF,W,FW,ST,"['2015', '2016', '2017', '2018']",6.0,0.0,176.0,mls
0Oq6lnlrM6,José Van Rankin,1993-03-14,Mexico,DF,FB,,,"['2021', '2022']",5.0,9.0,152.0,mls
0Oq6lp3AM6,Antoine Hoppenot,1990-11-23,USA,FW,ST,MF,W,"['2013', '2014', '2015']",5.0,8.0,157.0,mls
0Oq6lp3XM6,Enzo Martinez,1990-09-29,Uruguay,MF,CM,,,2018,5.0,7.0,161.0,mls
0Oq6LpK2M6,Wayne Frederick,2004-06-13,Trinidad & Tobago,MF,AM,,,2024,,,,mls
0Oq6LpLgM6,Gino Portella,2001-03-19,Italy,,,,,{},,,,mls
0Oq6lrerM6,Gastón Giménez,1991-07-27,Argentina,MF,DM,,,"['2020', '2021', '2022', '2023', '2024']",6.0,2.0,181.0,mls
0Oq6lw6M6D,Frank Lampard,1978-06-20,England,MF,CM,,,"['2015', '2016']",6.0,0.0,196.0,mls
0Oq6lWB2M6,Mohammed Saeid,1990-12-24,Sweden,MF,DM,,,"['2015', '2016', '2017']",5.0,7.0,141.0,mls
0Oq6lYbAM6,Luiz Camargo,1987-05-04,Brazil,MF,CM,,,2013,5.0,8.0,174.0,mls
0Oq6lyNdM6,Wil Trapp,1993-01-15,USA,MF,DM,,,"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",5.0,8.0,152.0,mls
0Oq6lyX7M6,Amando Moreno,1995-09-10,USA,MF,W,,DM,"['2013', '2019']",5.0,7.0,154.0,mls
0Oq6m0z56D,Javier Morales,1980-01-10,Argentina,MF,AM,,,"['2013', '2014', '2015', '2016', '2017']",5.0,9.0,152.0,mls
0Oq6O0XQ6D,Emmanuel Ledesma,1988-05-24,Argentina,MF,W,,,2019,5.0,11.0,170.0,mls
0Oq6oePQ6D,Arévalo Ríos,1982-01-01,Uruguay,MF,CM,,,2013,5.0,7.0,150.0,mls
0Oq6w1LrQ6,Walter Cabrera,1990-01-07,Paraguay,,,,,{},6.0,0.0,176.0,mls
0Oq6w6j2Q6,Gabe Segal,2001-05-17,USA,FW,ST,,,"['2023', '2024']",5.0,10.0,161.0,mls
0Oq6w6WPQ6,Miguel Tapias,1997-01-09,Mexico,DF,CB,,,"['2023', '2024']",5.0,10.0,154.0,mls
0Oq6w947Q6,Michael Baldisimo,2000-04-13,Canada,MF,CM,,DM,"['2020', '2021', '2022', '2023', '2024']",5.0,6.0,154.0,mls
0Oq6w9J2Q6,Augustine Williams,1997-08-03,Sierra Leone,FW,ST,,,2021,6.0,2.0,165.0,mls
0Oq6wB7zQ6,Brady Scott,1999-06-30,USA,,,,,{},6.0,2.0,174.0,mls
0Oq6we8zQ6,Joshua Drack,1999-09-22,USA,MF,DM,,,2021,5.0,8.0,152.0,mls
0Oq6weerQ6,Andrew Wheeler-Omiunu,1994-12-01,USA,MF,CM,,,2018,5.0,9.0,174.0,mls
0Oq6wel7Q6,Cameron Duke,2001-02-13,USA,MF,CM,,,"['2020', '2021', '2022', '2023']",5.0,7.0,135.0,mls
0Oq6weYXQ6,Bruno Miranda,1998-02-10,Bolivia,MF,W,,CM,"['2017', '2018']",5.0,11.0,146.0,mls
0Oq6wjLrQ6,Jake Mulraney,1996-04-05,Republic of Ireland,MF,W,,,"['2020', '2021', '2022']",5.0,8.0,141.0,mls
0Oq6wjlzQ6,Jack Skahan,1998-02-07,USA,MF,CM,,,"['2020', '2021', '2022', '2023', '2024']",5.0,10.0,165.0,mls
0Oq6wjm2Q6,Axel Sjöberg,1992-09-15,USA,DF,CB,,,"['2015', '2016', '2017', '2018', '2019', '2020']",6.0,7.0,201.0,mls
0Oq6wjvPQ6,James Rogers,1993-06-27,USA,,,,,{},5.0,8.0,150.0,mls
0Oq6wjzgQ6,Abu Danladi,1995-10-18,Ghana,FW,ST,MF,W,"['2017', '2018', '2019', '2020', '2021', '2022']",5.0,10.0,170.0,mls
0Oq6wl42Q6,Darwin Jones,1992-04-04,USA,FW,ST,,,"['2015', '2016']",5.0,9.0,176.0,mls
0Oq6wmydQ6,Denil Maldonado,1998-05-26,Honduras,DF,CB,,,2023,5.0,10.0,,mls
0Oq6woOxQ6,Maarten Paes,1998-05-14,Netherlands,GK,GK,,,"['2022', '2023', '2024']",6.0,3.0,181.0,mls
0Oq6wPXPQ6,Lamar Batista,1998-03-07,USA,,,,,{},6.0,6.0,165.0,mls
0Oq6wRzgQ6,Billy Heavner,1993-11-12,USA,,,,,{},,,,mls
0Oq6wv26Q6,Jonathan Lewis,1997-06-04,USA,MF,W,,,"['2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",5.0,7.0,150.0,mls
0Oq6wvbgQ6,Vitor Costa,1994-07-01,Brazil,DF,FB,,,2024,6.0,0.0,161.0,mls
0Oq6wVm2Q6,Deklan Wynne,1995-03-20,New Zealand,DF,CB,,FB,"['2018', '2019']",5.0,10.0,165.0,mls
0Oq6wxj6Q6,Judson,1993-05-25,Brazil,MF,DM,,,"['2019', '2020', '2021', '2022', '2023']",5.0,7.0,143.0,mls
0Oq6wyGXQ6,Amer Didic,1994-12-28,Canada,,,,,{},6.0,3.0,196.0,mls
0Oq6wyrPQ6,Kortne Ford,1996-01-26,USA,DF,CB,,,"['2017', '2018', '2022']",6.0,2.0,185.0,mls
0Oq6wZlXQ6,Michaell Chirinos,1995-06-17,Honduras,MF,W,FW,W,2019,5.0,5.0,146.0,mls
0x5g1BmQ7O,Rais M'bolhi,1986-04-25,Algeria,GK,GK,,,"['2014', '2015']",6.0,3.0,176.0,mls
0x5g1NZQ7O,Brian Ching,1978-05-24,USA,FW,ST,,,2013,6.0,1.0,196.0,mls
0x5g2B8XM7,Grant Lillard,1995-12-05,USA,DF,CB,,,"['2018', '2019']",6.0,4.0,196.0,mls
0x5g2DOwM7,Trey Mitchell,1991-04-27,USA,,,,,{},6.0,2.0,194.0,mls
0x5g2EKLM7,Indiana Vassilev,2001-02-16,USA,MF,W,,,"['2021', '2022', '2023', '2024']",5.0,8.0,159.0,mls
0x5g2EwmM7,Michael Edwards,2000-11-27,USA,DF,CB,,,2024,,,,mls
0x5g2K9mM7,Dzenan Catic,1992-05-26,USA,,,,,{},6.0,3.0,185.0,mls
0x5g2KL7M7,Adolfo Ovalle,1997-04-28,Chile,,,,,{},5.0,9.0,154.0,mls
0x5g2KNmM7,Miguel Aguilar,1993-08-30,Mexico,MF,W,,,"['2015', '2016']",5.0,9.0,172.0,mls
0x5g2KPRM7,Matt Real,1999-07-10,USA,DF,FB,,,"['2018', '2019', '2020', '2021', '2022', '2023']",6.0,0.0,161.0,mls
0x5g2LVRM7,Ronald Matarrita,1994-07-09,Costa Rica,DF,FB,,,"['2016', '2017', '2018', '2019', '2020', '2021', '2022']",5.0,9.0,154.0,mls
0x5g2lywM7,Jake Nerwinski,1994-10-17,USA,DF,FB,,,"['2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",,,,mls
0x5g2NerM7,Amro Tarek,1992-05-17,Egypt,DF,CB,,,"['2016', '2018', '2019', '2020', '2021']",6.0,2.0,,mls
0x5g2P0LM7,Ryan Herman,1993-06-18,USA,,,,,{},6.0,6.0,225.0,mls
0x5g2pW7M7,Shaq Moore,1996-11-02,USA,DF,FB,,,"['2022', '2023', '2024']",5.0,10.0,161.0,mls
0x5g2Ra7M7,Taylor Hunter,1993-07-07,USA,DF,FB,,,2015,6.0,0.0,174.0,mls
0x5g2VW7M7,Romain Gall,1995-01-31,USA,FW,ST,MF,W,2014,5.0,9.0,141.0,mls
0x5g2wGjM7,Bruno Gaspar,1993-04-21,Angola,DF,FB,,,2021,5.0,11.0,152.0,mls
0x5g2XBjM7,Jaylin Lindsey,2000-03-27,USA,DF,FB,,,"['2018', '2019', '2020', '2021', '2022', '2023', '2024']",5.0,9.0,157.0,mls
0x5g2xoXM7,Raheem Edwards,1995-07-17,Canada,DF,FB,,,"['2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",5.0,8.0,150.0,mls
0x5g2Z8ZM7,Kristijan Kahlina,1992-07-24,Croatia,GK,GK,,,"['2022', '2023', '2024']",,,,mls
0x5g2zdwM7,Sam Raben,1997-05-11,USA,,,,,{},6.0,0.0,154.0,mls
0x5g2ZRZM7,Oalex Anderson,1995-11-11,St. Vincent and the Grenadines,FW,W,,,2016,5.0,8.0,154.0,mls
0x5g6AmmM7,Luca Ricci,1998-02-23,Canada,,,,,{},5.0,7.0,150.0,mls
0x5g8Nwq7O,Michael Thomas,1989-03-08,USA,MF,CM,,,2013,5.0,10.0,192.0,mls
0x5gA17Q7O,Juan Agudelo,1992-11-23,USA,FW,ST,MF,W,"['2013', '2015', '2016', '2017', '2018', '2019', '2020', '2021']",6.0,1.0,185.0,mls
0x5gBe7M7O,Muhamed Keita,1990-09-02,Norway,MF,CM,,,2017,5.0,8.0,143.0,mls
0x5gbwbM7O,Jonathan Spector,1986-03-01,USA,DF,CB,,,"['2017', '2018']",6.0,0.0,168.0,mls
0x5gJbZwM7,Noah Dollenmayer,1999-10-26,USA,,,,,{},6.0,6.0,201.0,mls
0x5gJe7M7O,Arne Friedrich,1979-05-29,Germany,,,,,{},6.0,1.0,172.0,mls
0x5gJEVLM7,Jacob Murrell,2004-03-28,USA,FW,ST,,,2024,6.0,2.0,,mls
0x5gJg07M7,Malachi Jones,2003-09-23,Sierra Leone,MF,W,,,2024,5.0,10.0,,mls
0x5gjnwM7O,Mauro Díaz,1991-03-10,Argentina,MF,AM,,,"['2013', '2014', '2015', '2016', '2017', '2018']",5.0,6.0,150.0,mls
0x5gJWwjM7,Dawid Bugaj,2004-07-09,Poland,DF,FB,,,2024,,,,mls
0x5gL0rRq7,Sam Gleadle,1996-03-20,England,,,,,{},5.0,10.0,154.0,mls
0x5gL4GRq7,Luis Zamudio,1998-06-24,Mexico,,,,,{},6.0,3.0,198.0,mls
0x5gL6GPq7,Francesco Montali,2000-09-06,USA,,,,,{},6.0,3.0,165.0,mls
0x5gLD4mq7,Valentin Noël,1999-04-27,France,,,,,{},5.0,10.0,,mls
0x5gLdRZq7,Finn McRobb,2002-01-30,Scotland,,,,,{},6.0,3.0,181.0,mls
0x5gLEGRq7,Oskar Aegren,1998-09-10,Sweden,DF,CB,,,2022,6.0,2.0,179.0,mls
0x5gLLjRq7,Julian Araujo,2001-08-13,USA,DF,FB,,,"['2019', '2020', '2021', '2022']",5.0,9.0,154.0,mls
0x5gLm2bq7,Jackson Hopkins,2004-07-01,USA,MF,CM,,,"['2022', '2023', '2024']",,,,mls
0x5gLpbwq7,Caden Clark,2003-05-27,USA,MF,AM,,,"['2020', '2021', '2022', '2024']",5.0,11.0,150.0,mls
0x5gLY1jq7,Hwang In-Beom,1996-09-20,South Korea,MF,CM,,,"['2019', '2020']",5.0,10.0,141.0,mls
0x5gNWmM7O,Nat Borchers,1981-04-13,USA,DF,CB,,,"['2013', '2014', '2015', '2016']",6.0,2.0,176.0,mls
0x5gNXPM7O,Martín Cáceres,1987-04-07,Uruguay,DF,CB,,,"['2022', '2023', '2024']",5.0,11.0,172.0,mls
0x5gP3gXq7,Matt Miazga,1995-07-19,USA,DF,CB,,,"['2013', '2014', '2015', '2022', '2023', '2024']",6.0,3.0,185.0,mls
0x5gP64Pq7,Richard Balchan,1989-01-18,USA,DF,FB,,,2014,6.0,0.0,165.0,mls
0x5gP64wq7,Jeff Attinella,1988-09-29,USA,GK,GK,,,"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021']",6.0,2.0,192.0,mls
0x5gP9Jjq7,Earl Edwards Jr.,1992-01-24,USA,GK,GK,,,"['2017', '2018', '2022', '2023', '2024']",6.0,3.0,205.0,mls
0x5gPakRq7,Nicolás Freire,1994-02-18,Argentina,DF,CB,,,2024,6.0,1.0,176.0,mls
0x5gPAPjq7,Manny Aparicio,1995-09-17,Canada,,,,,{},5.0,7.0,152.0,mls
0x5gPeBPq7,Giliano Wijnaldum,1992-08-31,Netherlands,DF,FB,,,2017,5.0,11.0,168.0,mls
0x5gPGKPq7,Rémi Walter,1995-04-26,France,MF,CM,,DM,"['2021', '2022', '2023', '2024']",5.0,9.0,154.0,mls
0x5gPK4Xq7,Darwin Cerén,1989-12-31,El Salvador,MF,DM,,CM,"['2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022']",5.0,10.0,161.0,mls
0x5gPV9Zq7,Masato Kudo,1990-05-06,Japan,FW,ST,,,2016,5.0,10.0,163.0,mls
0x5gPvjbq7,Gabe Latigue,1990-10-11,USA,,,,,{},5.0,9.0,150.0,mls
0x5gPvkrq7,Michael Seaton,1996-05-01,Jamaica,FW,ST,,,"['2013', '2014']",6.0,0.0,181.0,mls
0x5gPvZRq7,Eriq Zavaleta,1992-08-02,USA,DF,CB,,,"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",6.0,1.0,183.0,mls
0x5gPwLZq7,Chandler Hoffman,1990-08-17,USA,FW,ST,,,"['2014', '2015']",6.0,0.0,161.0,mls
0x5gPy4mq7,Danny Garcia,1993-10-14,USA,MF,AM,,,2014,5.0,4.0,146.0,mls
0x5gvbjM7O,Steven Vitória,1987-01-11,Canada,DF,CB,,,2015,6.0,5.0,190.0,mls
0x5gvyXM7O,Jonathan Mensah,1990-07-13,Ghana,DF,CB,,,"['2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",6.0,2.0,183.0,mls
0x5gWwgr57,Álvaro Quezada,1999-03-04,USA,DF,FB,,,2021,5.0,9.0,150.0,mls
0x5gWwmL57,Jude Wellings,2006-04-26,USA,,,,,{},6.0,2.0,139.0,mls
0x5gXlrq7O,Roger Espinoza,1986-10-25,Honduras,MF,CM,,,"['2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023']",5.0,11.0,161.0,mls
0x5gZ9mM7O,Brad Guzan,1984-09-09,USA,GK,GK,,,"['2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",6.0,4.0,207.0,mls
0x5gZDPM7O,Kei Kamara,1984-09-01,Sierra Leone,FW,ST,,,"['2013', '2015', '2016', '2017', '2018', '2019', '2020', '2022', '2023', '2024']",6.0,3.0,187.0,mls
0x5gZKrM7O,Jahmir Hyka,1988-03-08,Albania,MF,W,,,"['2017', '2018']",5.0,7.0,135.0,mls
0x5gZZXM7O,Jacob Peterson,1986-01-27,USA,FW,W,,,"['2013', '2014', '2015', '2016', '2017']",5.0,10.0,165.0,mls
2e7Mzo75r0,Darel Russell,1980-10-22,England,MF,CM,,,2013,5.0,10.0,163.0,mls
2lqR1JJ5r0,Marco Ureña,1990-03-05,Costa Rica,FW,ST,,,"['2017', '2018']",5.0,10.0,159.0,mls
2lqR6rAqr0,Ibrahim Sekagya,1980-12-19,Uganda,DF,CB,,,"['2013', '2014']",6.0,1.0,176.0,mls
2lqR7aKLQr,Jake Davis,2002-01-03,USA,,,,,{},5.0,10.0,150.0,mls
2lqR7EBWQr,Nimfasha Berchimas,2008-02-22,USA,MF,W,,,2024,,,,mls
2lqR7pJQr0,Kléberson,1979-06-19,Brazil,MF,CM,,,2013,5.0,9.0,141.0,mls
2lqR7V9AQr,Georgi Minoungou,2002-07-25,Ivory Coast,MF,W,,,2024,,,,mls
2lqR7VG4Qr,Nico Campuzano,1998-01-29,Spain,,,,,{},6.0,2.0,,mls
2lqR7wZaQr,Max Arfsten,2001-04-19,USA,DF,FB,,,"['2023', '2024']",6.0,1.0,172.0,mls
2lqR7YEaQr,Jackson Travis,2004-02-23,USA,DF,FB,,,2024,,,,mls
2lqR7yoAQr,Mykhi Joyner,2006-08-30,USA,MF,W,,,2024,,,,mls
2lqR7yyDQr,Alessandro Biello,2006-04-07,Canada,MF,CM,,,2024,6.0,1.0,,mls
2lqRagL5r0,Khari Stephenson,1981-01-18,Jamaica,MF,CM,,,"['2013', '2014', '2015']",6.0,1.0,185.0,mls
2lqRapW5r0,Stefan Aigner,1987-08-20,Germany,MF,AM,,W,"['2017', '2018']",6.0,0.0,161.0,mls
2lqRBW0qr0,Aleksandar Katai,1991-02-06,Serbia,MF,W,,,"['2018', '2019', '2020']",6.0,0.0,154.0,mls
2lqReKx5r0,Andrés Ríos,1989-08-01,Argentina,FW,ST,,,"['2019', '2020', '2021']",5.0,10.0,172.0,mls
2lqRevJ5r0,Robert Beric,1991-06-17,Slovenia,FW,ST,,,"['2020', '2021']",6.0,2.0,183.0,mls
2lqRJ0l4qr,Hosei Kijima,2002-07-01,Japan,MF,AM,,,2024,5.0,10.0,,mls
2lqRj4jxqr,Felipe Valencia,2005-03-01,USA,,,,,{},5.0,9.0,141.0,mls
2lqRj80qr0,Juninho Pernambucano,1975-01-30,Brazil,MF,CM,,,2013,5.0,10.0,157.0,mls
2lqRjDAAqr,Ian Fray,2002-08-31,USA,DF,CB,,FB,"['2023', '2024']",6.0,0.0,161.0,mls
2lqRJeA4qr,Bryant Farkarlun,2001-07-14,Liberia,MF,W,,,2024,,,,mls
2lqRjjODqr,Gibran Rayo,2001-10-14,USA,,,,,{},5.0,9.0,150.0,mls
2lqRjjpDqr,Ethan Dobbelaere,2002-11-14,USA,DF,FB,MF,W,"['2020', '2021', '2022', '2023']",5.0,9.0,141.0,mls
2lqRjjpxqr,Jake LaCava,2001-01-12,USA,,,,,{},5.0,10.0,157.0,mls
2lqRjkEJqr,Logan Ndenbe,2000-02-09,Belgium,DF,FB,,,"['2022', '2023', '2024']",5.0,9.0,161.0,mls
2lqRjL12qr,Brandan Craig,2004-04-07,USA,MF,DM,,,2022,6.0,1.0,159.0,mls
2lqRjnNAqr,Kyle Linhares,2002-08-17,USA,,,,,{},5.0,8.0,159.0,mls
2lqRJpxnqr,Hugo Bacharach,2001-07-27,Spain,DF,CB,,,2024,,,,mls
2lqRJpzJqr,Jose Casas de Abadal,2000-06-20,USA,FW,W,DF,FB,2024,,,,mls
2lqRjRexqr,Mehdi Essoussi,2001-02-28,Canada,,,,,{},6.0,1.0,174.0,mls
2lqRJXZ4qr,Tyler Clegg,2000-05-01,USA,,,,,{},6.0,3.0,,mls
2lqRjZp2qr,Jacob Jackson,2000-04-25,USA,GK,GK,,,"['2023', '2024']",5.0,11.0,190.0,mls
2lqRjZpAqr,Dallas Odle,2001-08-05,USA,,,,,{},6.0,1.0,165.0,mls
2lqRk034Qr,Keegan Hughes,2000-07-22,USA,DF,CB,,,2023,,,,mls
2lqRk08nQr,Luis Arriaga,2001-01-26,USA,MF,DM,,,2019,5.0,7.0,141.0,mls
2lqRk1raQr,Kamal Miller,1997-05-16,Canada,DF,CB,,,"['2019', '2020', '2021', '2022', '2023', '2024']",6.0,0.0,,mls
2lqRk3EJQr,Walker Hume,1993-08-22,USA,DF,CB,,,2017,,,,mls
2lqRk3gDQr,Jake Morris,1999-03-03,USA,,,,,{},6.0,0.0,161.0,mls
2lqRk3lnQr,Keaton Parks,1997-08-06,USA,MF,DM,,CM,"['2019', '2020', '2021', '2022', '2023', '2024']",6.0,4.0,165.0,mls
2lqRk3NWQr,Kyle Duncan,1997-08-08,USA,DF,FB,,,"['2018', '2019', '2020', '2021', '2022', '2023', '2024']",5.0,10.0,150.0,mls
2lqRk6GaQr,Fidel Escobar,1995-01-09,Panama,DF,CB,,,"['2017', '2018']",5.0,11.0,163.0,mls
2lqRk9d4Qr,Florian Valot,1993-02-12,France,MF,W,,,"['2018', '2019', '2020', '2021']",5.0,9.0,152.0,mls
2lqRkbN4Qr,Paul Rothrock,1999-01-09,USA,MF,W,,,"['2022', '2023', '2024']",5.0,8.0,163.0,mls
2lqRkdg4Qr,Raymond Lee,1993-04-26,USA,DF,FB,,,2015,5.0,11.0,176.0,mls
2lqRked4Qr,Eduard Löwen,1997-01-28,Germany,MF,CM,,DM,"['2023', '2024']",6.0,2.0,201.0,mls
2lqRkeWaQr,Jon Bakero,1996-11-05,Spain,FW,ST,,,2018,6.0,2.0,163.0,mls
2lqRkj6AQr,Trevor Spangenberg,1991-04-21,USA,GK,GK,,,2014,6.0,3.0,192.0,mls
2lqRkjBAQr,Kyle Scott,1997-12-22,USA,MF,CM,,,2021,5.0,8.0,150.0,mls
2lqRkmAWQr,Jackson Conway,2001-12-03,USA,FW,ST,,,"['2021', '2022', '2023']",6.0,2.0,174.0,mls
2lqRknk2Qr,Yeimar Gómez Andrade,1992-06-30,Colombia,DF,CB,,,"['2020', '2021', '2022', '2023', '2024']",6.0,2.0,203.0,mls
2lqRkoADQr,Jack Harrison,1996-11-20,England,FW,W,,,"['2016', '2017']",5.0,9.0,154.0,mls
2lqRkoxWQr,Kip Colvey,1994-03-15,New Zealand,DF,FB,,,"['2016', '2018']",5.0,10.0,161.0,mls
2lqRkoYxQr,Taylor Washington,1993-08-16,USA,DF,FB,,,"['2020', '2021', '2022', '2023', '2024']",5.0,10.0,174.0,mls
2lqRkPA0Qr,Ronaldo Peña,1997-03-10,,FW,ST,,,"['2018', '2019', '2020']",6.0,0.0,168.0,mls
2lqRkPknQr,Tommy Thompson,1995-08-15,USA,DF,FB,,,"['2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']",5.0,7.0,146.0,mls
2lqRkRPaQr,Fifi Baiden,1991-11-11,USA,MF,DM,,,2014,5.0,7.0,152.0,mls
2lqRkrwxQr,Cristian Colmán,1994-02-26,Paraguay,FW,ST,,,"['2017', '2018']",6.0,1.0,187.0,mls
